Date,Adj Close
01/02/2021,1.792355
02/02/2021,2.340503
03/02/2021,2.104048
04/02/2021,2.643723
05/02/2021,2.870294
06/02/2021,2.684605
07/02/2021,3.046436
08/02/2021,5.78556
